0.0060004 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 1.1 -1 | 25 12 13
8.2894742 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.2994747 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3094753 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3194759 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3294764 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.339477 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3494776 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3594782 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3694787 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3794793 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3894799 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.3994805 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.409481 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4194816 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4294822 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4394827 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4494833 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4594839 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4694845 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.479485 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4894856 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.4994862 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5094867 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5194873 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5294879 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5394885 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.549489 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5594896 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5694902 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5794907 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5894913 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.5994919 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6094925 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.619493 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6294936 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6394942 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6494948 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6594953 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6694959 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6794965 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.689497 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.6994976 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7094982 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7194988 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7294993 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7394999 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7495005 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.759501 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7695016 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7795022 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7895028 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.7995033 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8095039 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8195045 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.829505 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8395056 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8495062 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8595068 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8695073 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8795079 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8895085 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.8995091 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9095096 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9195102 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9295108 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9395113 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9495119 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9595125 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9695131 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9795136 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9895142 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
8.9995148 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0095153 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0195159 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0295165 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0395171 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0495176 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0595182 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0695188 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0795193 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0895199 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.0995205 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1095211 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1195216 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1295222 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1395228 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1495234 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1595239 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1695245 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1795251 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1895256 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.1995262 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2095268 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2195274 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2295279 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2395285 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2495291 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2595296 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2695302 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2795308 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2895314 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.2995319 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3095325 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3195331 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3295336 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3395342 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3495348 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3595354 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3695359 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3795365 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3895371 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.3995377 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4095382 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4195388 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4295394 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4395399 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4495405 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4595411 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4695417 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4795422 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4895428 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.4995434 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5095439 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5195445 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5295451 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5395457 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5495462 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5595468 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5695474 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5795479 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5895485 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.5995491 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6095497 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6195502 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6295508 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6395514 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.649552 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6595525 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6695531 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6795537 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6895542 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.6995548 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7095554 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.719556 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7295565 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7395571 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7495577 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7595582 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7695588 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7795594 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.78956 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.7995605 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8095611 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8195617 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8295622 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8395628 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8495634 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.859564 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8695645 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8795651 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8895657 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.8995663 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9095668 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9195674 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.929568 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9395685 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9495691 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9595697 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9695703 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9795708 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.9895714 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
9.999572 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0095725 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0195731 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0295737 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0395743 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0495748 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0595754 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.069576 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0795765 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0895771 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.0995777 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1095783 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1195788 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1295794 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.13958 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1495806 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1595811 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1695817 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1795823 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1895828 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.1995834 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.209584 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2195846 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2295851 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2395857 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2495863 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2595868 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2695874 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.279588 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2895886 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.2995891 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3095897 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3195903 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3295908 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3395914 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.349592 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3595926 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3695931 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3795937 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3895943 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.3995949 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4095954 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.419596 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4295966 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4395971 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4495977 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4595983 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4695989 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4795994 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4896 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.4996006 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5096011 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5196017 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5296023 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5396029 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5496034 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.559604 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5696046 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5796051 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5896057 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.5996063 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6096069 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6196074 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.629608 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6396086 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6496092 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6596097 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6696103 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6796109 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.6896114 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.699612 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7096126 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7196132 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7296137 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7396143 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7496149 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7596154 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.769616 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7796166 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7896172 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.7996177 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8096183 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8196189 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8296194 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.83962 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8496206 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8596212 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8696217 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8796223 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8896229 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.8996235 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.909624 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9196246 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9296252 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9396257 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9496263 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9596269 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9696275 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.979628 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9896286 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
10.9996292 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0096297 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0196303 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
