0.009 0 0 0 | 0 0 0 | 0.0779585619265576 -0.784179025810661 | -34 87 | 0 0
8.593 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.603 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.613 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.623 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.633 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.643 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.653 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.663 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.673 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.683 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.693 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.703 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.713 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.723 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.733 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.743 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.753 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.763 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.773 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.783 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.793 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.803 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.813 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.823 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.833 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.843 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.853 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.863 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.873 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.883 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.893 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.903 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.913 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.923 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.933 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.943 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.953 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.963 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.973 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
8.983 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
8.993 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.003 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.013 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.023 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.033 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.043 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.053 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.063 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.073 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.083 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.093 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.103 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.113 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.123 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.133 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.143 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.153 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.163 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.173 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.183 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.193 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.203 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.213 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.223 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.233 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.243 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.253 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.263 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.273 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.283 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.293 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.303 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.313 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.323 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.333 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.343 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.353 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.363 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.373 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.383 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.393 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.403 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.413 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.423 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.433 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.443 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.453 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.463 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.473 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.483 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.493 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.503 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.513 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.523 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.533 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.543 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.553 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.563 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.573 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.583 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.593 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.603 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.613 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.623 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.633 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.643 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.653 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.663 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.673 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.683 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.693 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.703 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.713 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.723 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.733 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
9.758 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.768 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.778 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.788 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.798 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.808 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.818 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.828 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.838 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.848 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.858 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.868 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.878 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.888 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.898 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.908 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.918 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.928 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.938 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.948 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.958 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.968 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.978 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.988 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
9.998 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.008 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.018 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.028 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.038 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.048 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.058 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.068 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.078 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.088 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.098 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.108 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.118 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.128 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.138 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.148 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
10.158 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
